,Wi-iPSC-1,Wi-iPSC-2,Wi-iPSC-3,H11-iPSC-1,H11-iPSC-2,H11-iPSC-3
ENSG00000214535,11,35,6,16,12,11
ENSG00000226875,0,0,0,0,0,0
ENSG00000275457,64,79,36,50,98,76
ENSG00000088930,5843,2889,3688,4191,4012,4548
ENSG00000125816,6,8,15,5,21,10
ENSG00000225280,0,1,1,1,3,0
ENSG00000223128,0,0,0,0,0,0
ENSG00000226405,0,0,0,0,0,0
ENSG00000278041,15,20,141,113,46,25
ENSG00000227693,0,0,0,0,0,0
ENSG00000125820,0,0,0,1,0,0
ENSG00000258197,0,0,0,0,0,0
ENSG00000233492,0,0,0,0,0,0
ENSG00000279082,0,0,0,0,0,0
ENSG00000280350,0,0,0,0,0,0
ENSG00000278410,0,0,0,0,0,0
ENSG00000125813,0,0,0,0,0,0
ENSG00000233015,0,0,0,0,0,0
ENSG00000227063,1217,562,581,789,697,599
ENSG00000238034,1,4,4,5,9,5
ENSG00000234435,1,0,0,0,0,0
ENSG00000234862,0,0,0,0,0,0
ENSG00000225321,0,0,0,0,0,0
ENSG00000225170,0,0,0,0,0,0
ENSG00000270838,0,0,0,0,0,0
ENSG00000204684,0,0,0,0,0,0
ENSG00000259974,0,0,0,0,0,0
ENSG00000125798,5,7,1,2,8,8
ENSG00000237396,0,0,0,0,0,0
ENSG00000230400,0,0,0,0,0,0
ENSG00000283072,0,0,0,0,0,0
ENSG00000215553,0,0,0,0,0,0
ENSG00000213882,0,0,0,0,0,0
ENSG00000228935,0,0,0,0,0,0
ENSG00000230492,0,0,0,0,0,0
ENSG00000234646,0,1,0,0,0,0
ENSG00000132671,1,0,0,0,0,1
ENSG00000178726,5,14,18,10,15,11
ENSG00000279447,0,0,0,0,0,0
ENSG00000125810,3,2,6,6,6,10
ENSG00000233746,0,0,0,0,0,0
ENSG00000279164,0,0,0,0,0,0
ENSG00000275179,0,0,0,0,0,0
ENSG00000230387,0,0,0,0,0,0
ENSG00000277901,0,0,0,0,0,0
ENSG00000234832,0,0,1,1,0,0
ENSG00000132661,357,391,242,345,447,323
ENSG00000232645,7,14,11,10,14,2
ENSG00000125812,575,337,382,429,396,417
ENSG00000125814,359,211,351,293,239,225
ENSG00000125823,0,0,0,0,0,0
ENSG00000125831,4,5,2,0,1,1
ENSG00000200208,0,0,0,0,0,0
ENSG00000273838,0,0,0,0,0,0
ENSG00000226344,0,0,0,0,0,0
ENSG00000260202,0,0,0,0,0,0
ENSG00000276638,0,0,0,0,0,0
ENSG00000125815,0,0,0,0,0,0
ENSG00000204663,2,0,0,0,1,1
ENSG00000204662,0,0,0,0,0,0
ENSG00000101435,0,0,0,0,0,0
ENSG00000204658,2,0,0,5,0,0
ENSG00000173335,2,0,2,2,0,0
ENSG00000101439,725,1099,580,919,1096,799
ENSG00000270001,1,1,0,1,2,0
ENSG00000225056,0,0,0,0,0,0
ENSG00000101441,0,0,0,1,0,0
ENSG00000232595,0,0,0,0,0,0
ENSG00000170373,17,79,43,42,69,32
ENSG00000277975,0,0,0,0,0,0
ENSG00000230908,0,0,1,0,1,0
ENSG00000170369,2,0,0,1,2,0
ENSG00000170367,0,0,1,0,0,0
ENSG00000228476,0,0,0,0,0,0
ENSG00000236168,0,0,0,0,0,0
ENSG00000149435,1,0,0,0,0,0
ENSG00000167390,0,0,0,0,0,0
ENSG00000236151,0,0,0,0,0,0
ENSG00000230133,0,0,0,0,0,0
ENSG00000200231,0,0,0,0,0,0
ENSG00000232200,0,0,0,0,0,0
ENSG00000234069,0,0,0,0,0,0
ENSG00000101463,336,181,78,158,127,134
ENSG00000228539,1,0,0,0,0,0
ENSG00000231015,0,0,0,0,0,0
ENSG00000274173,6,1,1,0,1,2
ENSG00000077984,0,0,0,1,2,2
ENSG00000101474,2386,1782,1561,2627,2274,1999
ENSG00000207355,0,0,0,0,0,0
ENSG00000154930,178,117,89,102,81,56
ENSG00000275358,0,0,0,0,0,0
ENSG00000100987,0,0,0,0,0,0
ENSG00000225069,0,0,0,0,0,0
ENSG00000230725,3,0,0,0,0,0
ENSG00000225344,0,0,0,0,0,0
ENSG00000197586,1380,909,835,1239,1167,1142
ENSG00000202414,0,0,0,0,0,0
ENSG00000279322,0,1,0,0,0,0
ENSG00000277938,1,5,10,7,6,5
ENSG00000274414,1,0,1,0,0,0
ENSG00000100994,3111,1452,1470,2348,2209,2236
ENSG00000274507,0,0,0,0,0,0
ENSG00000276952,0,0,3,2,2,0
ENSG00000100997,2231,2020,1255,2128,2007,1728
ENSG00000227379,1,1,2,0,0,1
ENSG00000101003,2301,1516,1710,1906,2012,1598
ENSG00000101004,2080,952,985,1313,811,983
ENSG00000251883,0,0,1,0,0,0
ENSG00000170191,338,268,206,230,215,226
ENSG00000213742,63,47,51,42,43,24
ENSG00000242236,0,0,0,0,0,0
ENSG00000236542,0,0,0,1,0,0
ENSG00000130684,26,15,40,38,18,14
ENSG00000278383,10,2,13,9,3,11
ENSG00000230772,0,4,0,1,5,0
ENSG00000226465,1,13,5,8,7,9
ENSG00000175170,17,14,10,10,3,3
ENSG00000275048,0,0,0,0,0,0
ENSG00000250090,0,0,0,0,0,0
ENSG00000274973,0,0,0,0,0,0
ENSG00000228593,0,0,0,0,0,0
ENSG00000226203,0,0,0,0,0,0
ENSG00000231081,1,0,1,1,0,2
ENSG00000204556,10,10,8,12,5,5
ENSG00000125804,3,3,0,0,2,0
ENSG00000277508,0,0,0,0,0,0
ENSG00000240108,2,0,0,0,0,0
ENSG00000230440,0,0,0,0,0,0
ENSG00000227195,0,0,1,4,0,2
ENSG00000238129,2,1,0,1,0,1
ENSG00000282826,6,3,3,0,0,1
ENSG00000282870,0,1,0,2,2,0
ENSG00000283069,0,0,0,0,0,0
ENSG00000282949,0,0,0,0,0,0
ENSG00000282894,0,0,0,0,0,0
ENSG00000282935,0,0,0,0,0,0
ENSG00000282842,0,0,0,0,0,0
ENSG00000283123,0,1,0,0,0,0
ENSG00000282968,0,0,0,1,0,0
ENSG00000282911,0,0,0,0,0,0
ENSG00000282995,1,1,1,0,1,0
ENSG00000283592,0,0,0,0,0,0
ENSG00000282921,0,0,0,0,0,0
ENSG00000283005,0,0,0,0,0,0
ENSG00000283020,0,0,0,0,0,0
ENSG00000204555,0,0,0,0,0,0
ENSG00000205611,0,0,0,0,0,0
ENSG00000200325,0,0,0,0,0,0
ENSG00000231934,0,1,0,0,0,0
ENSG00000149531,1,2,3,2,5,0
ENSG00000238151,0,0,0,0,0,0
ENSG00000283443,0,0,0,0,0,0
ENSG00000277112,0,0,0,0,0,0
ENSG00000274385,0,0,0,0,0,0
ENSG00000215547,0,0,0,0,0,0
ENSG00000215546,0,0,0,0,0,0
ENSG00000224628,0,0,0,0,1,0
ENSG00000215545,0,0,0,0,0,0
ENSG00000237929,0,0,0,0,0,0
ENSG00000236121,0,0,0,0,0,0
ENSG00000212717,0,0,0,1,0,0
ENSG00000131068,0,0,0,0,1,0
ENSG00000212134,0,0,0,0,0,0
ENSG00000180483,0,0,0,0,0,0
ENSG00000204548,0,0,0,0,0,0
ENSG00000204547,0,0,0,0,0,0
ENSG00000180424,0,0,0,0,0,0
ENSG00000180383,0,0,0,0,0,0
ENSG00000088320,1,1,0,0,0,0
ENSG00000233354,0,0,1,0,0,0
ENSG00000101294,2049,2046,1499,2251,2434,2426
ENSG00000274364,0,2,3,0,1,0
ENSG00000101898,39,28,34,42,35,45
ENSG00000235313,3,2,10,12,1,3
ENSG00000230613,3,3,1,10,5,1
ENSG00000278276,1,0,0,1,1,1
ENSG00000201770,0,0,0,0,0,0
ENSG00000125968,3387,2876,901,2336,2637,1570
ENSG00000264395,0,0,0,0,1,0
ENSG00000131055,2,0,0,0,0,0
ENSG00000171552,1767,1371,1009,1641,2050,2047
ENSG00000236559,0,1,0,0,0,0
ENSG00000281376,46,16,24,40,31,38
ENSG00000088325,5733,3224,4018,5141,4381,5162
ENSG00000230801,0,0,0,1,1,0
ENSG00000101306,8,1,1,9,9,3
ENSG00000179772,4,7,5,13,10,10
ENSG00000149599,92,73,32,61,65,27
ENSG00000131044,0,1,6,1,0,0
ENSG00000199497,0,0,0,0,0,0
ENSG00000088356,799,603,437,556,582,499
ENSG00000260903,249,155,154,190,117,108
ENSG00000278012,4,4,1,10,15,13
ENSG00000101331,303,223,149,218,227,118
ENSG00000226239,7,1,25,7,8,6
ENSG00000101336,92,72,47,62,44,27
ENSG00000101337,2076,1622,1353,2183,1893,1473
ENSG00000275576,0,0,1,3,0,1
ENSG00000224452,1,1,4,5,1,3
ENSG00000235217,458,310,274,375,383,278
ENSG00000126003,1526,852,849,1068,1135,1022
ENSG00000101346,1349,827,1000,1326,1074,1093
ENSG00000101350,1201,702,851,1019,1091,1244
ENSG00000277692,0,0,0,0,0,0
ENSG00000171456,787,365,556,876,601,614
ENSG00000197183,471,372,490,600,589,455
ENSG00000283233,0,0,0,0,0,0
ENSG00000236772,0,0,4,2,1,2
ENSG00000277301,0,0,0,0,0,0
ENSG00000233293,0,0,0,0,0,0
ENSG00000204393,0,0,0,0,0,0
ENSG00000228156,0,0,0,0,0,0
ENSG00000198547,2,3,2,1,0,0
ENSG00000175730,3,0,5,4,4,8
ENSG00000149600,1361,1191,844,850,1091,799
ENSG00000088305,41406,20062,29056,28410,26304,32665
ENSG00000101367,7696,4854,4580,5671,6388,5626
ENSG00000260536,1,8,7,4,5,1
ENSG00000260257,71,292,132,151,329,167
ENSG00000215529,0,1,2,3,3,6
ENSG00000167098,0,0,0,0,0,0
ENSG00000078898,0,0,0,0,2,0
ENSG00000167104,0,0,0,0,0,0
ENSG00000214245,0,0,0,0,0,0
ENSG00000186190,0,0,0,0,0,0
ENSG00000186191,0,0,0,0,1,0
ENSG00000131050,0,0,0,0,0,0
ENSG00000237662,0,0,0,0,0,0
ENSG00000183566,0,0,0,0,0,0
ENSG00000224876,0,0,0,0,0,0
ENSG00000131059,0,0,0,0,0,0
ENSG00000198183,0,0,0,0,0,0
ENSG00000233106,0,0,0,0,1,0
ENSG00000125999,0,2,0,0,0,2
ENSG00000233146,0,0,0,0,0,0
ENSG00000125997,2,0,0,2,2,0
ENSG00000101391,921,700,702,884,926,861
ENSG00000101400,368,257,185,228,236,180
ENSG00000078699,627,281,660,442,333,395
ENSG00000275223,2,2,7,6,1,2
ENSG00000125967,482,423,321,421,424,300
ENSG00000149609,11,14,9,13,4,5
ENSG00000182584,21,16,14,23,24,32
ENSG00000271803,0,0,0,2,0,0
ENSG00000101412,1426,1232,992,1415,1325,1132
ENSG00000101417,185,169,105,150,109,77
ENSG00000229188,0,0,0,0,0,0
ENSG00000131061,151,158,223,198,184,179
ENSG00000230837,0,1,0,0,1,0
ENSG00000230753,0,0,0,0,4,0
ENSG00000101421,2734,2139,1640,2075,2647,2298
ENSG00000214200,0,0,0,0,0,0
ENSG00000228958,0,0,0,0,0,0
ENSG00000228265,11,19,26,20,20,7
ENSG00000276073,6,7,12,7,9,3
ENSG00000275784,0,2,3,7,0,0
ENSG00000125970,5731,4984,3639,4903,5828,5004
ENSG00000228386,0,0,0,0,0,0
ENSG00000264616,0,0,0,0,0,0
ENSG00000125977,7944,8405,5873,6690,10134,7091
ENSG00000225246,0,0,0,0,0,0
ENSG00000101440,9,5,0,0,1,2
ENSG00000214185,3,4,2,3,2,5
ENSG00000250917,18,9,21,3,4,2
ENSG00000236456,6,2,6,8,4,3
ENSG00000101444,13832,10403,9084,13143,14716,13279
ENSG00000272945,0,1,9,10,6,4
ENSG00000234087,0,0,0,0,0,0
ENSG00000078747,687,451,581,580,617,538
ENSG00000201498,0,0,0,0,0,0
ENSG00000234933,0,2,0,0,1,0
ENSG00000283472,0,0,0,0,0,0
ENSG00000236388,0,0,0,1,0,0
ENSG00000231795,0,0,0,0,0,0
ENSG00000207997,0,0,0,0,1,0
ENSG00000181741,0,0,0,3,0,0
ENSG00000277558,0,0,0,1,0,1
ENSG00000125971,2415,2415,1416,1934,2695,1731
ENSG00000206582,0,0,1,1,0,0
ENSG00000101460,183,194,119,111,151,77
ENSG00000101464,971,1027,610,1035,1071,733
ENSG00000231034,0,0,0,0,0,0
ENSG00000198646,556,266,291,421,277,412
ENSG00000078804,193,180,219,168,175,198
ENSG00000225336,0,0,0,1,0,0
ENSG00000131067,761,587,707,989,713,660
ENSG00000131069,489,512,377,518,485,617
ENSG00000100983,1030,878,561,821,799,660
ENSG00000078814,24,7,8,19,4,7
ENSG00000207635,0,0,0,0,0,0
ENSG00000283441,0,0,0,0,0,0
ENSG00000100991,3363,1998,2009,2447,2432,2573
ENSG00000202150,0,1,0,0,0,0
ENSG00000088298,814,711,450,797,755,588
ENSG00000201151,0,0,3,0,1,0
ENSG00000101000,408,368,318,535,519,340
ENSG00000278367,5,0,0,0,2,1
ENSG00000126005,739,659,388,609,666,419
ENSG00000229230,0,0,1,0,0,0
ENSG00000125966,2213,653,681,1268,765,1060
ENSG00000279253,27,11,16,19,15,16
ENSG00000261582,1,0,0,2,1,0
ENSG00000242372,2670,2664,1626,2425,3310,2983
ENSG00000235214,0,0,1,1,3,1
ENSG00000125998,0,0,1,1,0,0
ENSG00000101019,1025,735,919,999,788,714
ENSG00000204183,3,1,0,2,4,0
ENSG00000125965,2,2,2,1,0,0
ENSG00000221763,0,0,0,0,0,0
ENSG00000126001,1041,393,838,774,454,605
ENSG00000230155,2,0,2,1,0,1
ENSG00000242507,0,0,0,0,0,0
ENSG00000125975,0,0,0,0,0,0
ENSG00000125991,3740,2960,2008,3043,3058,2499
ENSG00000224497,0,0,0,0,0,0
ENSG00000088340,73,48,100,87,31,18
ENSG00000227401,0,0,0,0,0,0
ENSG00000061656,49,39,42,37,28,8
ENSG00000214078,3678,2427,3044,2766,3499,3263
ENSG00000272897,0,0,0,0,0,0
ENSG00000222460,0,1,0,2,2,1
ENSG00000252549,0,0,0,1,1,0
ENSG00000244462,6599,3147,3739,3859,3242,3203
ENSG00000244005,467,432,407,587,533,477
ENSG00000125995,1184,1315,747,844,1263,834
ENSG00000131051,3864,2448,4271,3843,3319,3297
ENSG00000225357,2,0,1,0,2,0
ENSG00000283527,0,0,0,0,0,0
ENSG00000025293,2531,1400,1998,2086,2074,1864
ENSG00000234274,0,0,1,0,0,0
ENSG00000199676,0,0,1,0,0,0
ENSG00000219608,1,0,0,1,0,0
ENSG00000201221,0,0,0,0,0,0
ENSG00000207053,0,0,0,0,0,0
ENSG00000171222,1504,1514,869,1340,1927,1696
ENSG00000149646,16,3,2,2,1,4
ENSG00000260032,6699,4279,5808,5333,5204,4880
ENSG00000277235,0,1,0,0,0,0
ENSG00000234139,0,0,0,0,0,0
ENSG00000231470,0,0,0,0,0,0
ENSG00000237063,0,0,0,1,0,0
ENSG00000088367,1215,827,717,982,939,905
ENSG00000232406,2,0,1,0,0,0
ENSG00000278035,2,0,0,0,0,0
ENSG00000131043,1152,747,661,917,1008,1003
ENSG00000080845,1692,1393,1365,1577,1604,1456
ENSG00000232907,30,31,25,23,31,20
ENSG00000101335,3649,2858,3805,4214,5811,4266
ENSG00000273986,0,0,0,0,0,0
ENSG00000118707,2255,1497,1081,1214,1326,1033
ENSG00000259399,9,1,6,14,5,13
ENSG00000101084,880,689,660,924,1037,834
ENSG00000101082,12,10,4,12,9,6
ENSG00000227688,0,0,0,1,0,0
ENSG00000101079,929,697,707,721,830,779
ENSG00000202255,0,0,0,0,0,0
ENSG00000149636,796,632,555,645,737,581
ENSG00000149639,1552,801,944,1172,765,983
ENSG00000242509,0,0,0,0,0,0
ENSG00000101342,26,12,11,22,13,12
ENSG00000101347,2995,1286,959,1011,721,832
ENSG00000080839,786,287,344,391,315,385
ENSG00000231241,0,4,0,2,0,0
ENSG00000226144,0,0,0,0,1,0
ENSG00000269846,3,2,9,3,8,8
ENSG00000101353,40,25,53,31,28,20
ENSG00000236159,0,0,1,0,0,0
ENSG00000118705,8499,6408,5873,8247,8157,7271
ENSG00000118702,1,1,4,2,3,2
ENSG00000101363,1233,1131,779,1162,1279,989
ENSG00000197122,1713,891,830,1098,983,953
ENSG00000213979,0,3,0,0,0,0
ENSG00000166619,884,931,1060,1085,1395,1231
ENSG00000053438,9,3,19,14,5,9
ENSG00000276603,1,1,2,6,0,0
ENSG00000235044,0,1,0,2,1,0
ENSG00000274469,0,0,0,0,0,0
ENSG00000228234,0,0,0,0,0,0
ENSG00000225759,0,0,0,0,0,0
ENSG00000204117,0,0,1,0,0,0
ENSG00000132792,1674,1217,955,1329,1541,1509
ENSG00000132821,111,87,45,124,109,55
ENSG00000199683,0,0,0,0,0,0
ENSG00000101407,1766,981,1177,1371,1193,1356
ENSG00000101413,935,498,504,577,506,564
ENSG00000264767,0,0,0,0,0,0
ENSG00000277550,0,2,0,0,0,0
ENSG00000198959,79,76,21,169,204,56
ENSG00000149633,11,3,5,6,2,6
ENSG00000277829,0,0,0,0,0,0
ENSG00000101425,0,0,2,1,0,0
ENSG00000206249,0,0,2,0,0,0
ENSG00000129988,19,21,13,19,13,7
ENSG00000275285,0,0,0,0,0,0
ENSG00000224635,5,10,9,5,5,2
ENSG00000275401,1,3,4,0,5,1
ENSG00000196756,1410,1786,982,1443,1831,1215
ENSG00000277034,0,0,0,0,0,0
ENSG00000235408,2,5,6,11,1,2
ENSG00000225091,5,2,7,7,8,4
ENSG00000201512,0,0,3,10,2,5
ENSG00000200354,0,1,0,0,0,0
ENSG00000201811,0,0,0,0,0,0
ENSG00000174365,155,247,162,188,185,141
ENSG00000274309,0,0,0,0,0,0
ENSG00000199266,3,1,1,3,4,0
ENSG00000170471,1873,819,1468,1645,1193,1632
ENSG00000275453,0,0,0,0,0,0
ENSG00000231307,0,0,0,0,1,0
ENSG00000182035,0,0,0,0,0,0
ENSG00000124143,17,10,26,18,19,22
ENSG00000213959,0,2,0,0,0,0
ENSG00000277965,0,0,0,0,0,0
ENSG00000101438,10,6,6,9,1,6
ENSG00000101442,384,274,312,395,413,475
ENSG00000199691,2,0,2,3,0,0
ENSG00000101445,307,210,391,438,450,653
ENSG00000240474,0,0,0,0,0,0
ENSG00000101447,2067,1495,1535,2020,2508,2339
ENSG00000274825,2,15,8,5,23,10
ENSG00000261431,0,2,3,3,5,3
ENSG00000101452,990,521,563,649,549,535
ENSG00000277581,0,0,2,3,2,1
ENSG00000223864,2,1,2,0,4,0
ENSG00000230324,0,0,0,0,0,0
ENSG00000224357,0,0,0,0,0,0
ENSG00000275337,0,0,0,0,0,0
ENSG00000229976,9,16,12,13,15,6
ENSG00000234878,0,0,0,0,0,1
ENSG00000237767,0,0,0,0,0,0
ENSG00000233415,0,0,0,0,0,0
ENSG00000223410,1,0,0,2,0,0
ENSG00000204103,52,43,66,42,33,20
ENSG00000229771,0,0,0,0,0,0
ENSG00000222612,0,0,0,0,0,0
ENSG00000198900,5684,3793,4142,4400,5230,5262
ENSG00000226648,1,2,11,13,1,7
ENSG00000124181,5046,1714,3421,3654,2209,3002
ENSG00000276169,0,0,0,0,0,0
ENSG00000174306,205,106,112,176,151,211
ENSG00000272407,0,0,0,0,0,0
ENSG00000242748,0,0,0,1,1,2
ENSG00000263989,0,0,0,0,0,0
ENSG00000235102,0,0,0,0,0,0
ENSG00000132793,77,52,114,104,50,52
ENSG00000183798,322,177,183,280,204,145
ENSG00000229398,0,0,0,0,0,0
ENSG00000124177,1793,824,1352,1687,1091,1248
ENSG00000235088,0,0,2,0,1,0
ENSG00000273951,0,0,2,0,2,2
ENSG00000232493,0,0,3,2,0,1
ENSG00000252386,0,0,0,0,0,0
ENSG00000212224,0,0,0,0,0,0
ENSG00000225458,0,0,0,0,0,1
ENSG00000223651,0,0,0,0,0,0
ENSG00000228959,0,0,0,0,0,0
ENSG00000196090,70,35,33,69,23,30
ENSG00000229892,0,0,0,0,0,0
ENSG00000229042,0,0,0,0,0,0
ENSG00000227599,0,0,0,0,0,0
ENSG00000223190,0,0,0,0,0,0
ENSG00000233508,0,1,1,3,0,2
ENSG00000240639,0,0,0,0,0,0
ENSG00000226038,0,0,1,0,1,1
ENSG00000252193,0,0,0,0,0,0
ENSG00000237555,0,0,0,0,0,0
ENSG00000201021,0,0,0,0,0,0
ENSG00000233711,0,0,0,0,0,0
ENSG00000206998,0,0,0,0,0,0
ENSG00000124193,6261,3694,3104,3903,3680,3055
ENSG00000201372,0,0,0,0,0,0
ENSG00000185513,206,132,393,380,125,136
ENSG00000234271,0,0,5,3,1,2
ENSG00000277611,0,0,0,0,0,0
ENSG00000226143,0,0,0,0,0,0
ENSG00000101049,4,0,3,2,3,0
ENSG00000282876,2,1,3,4,3,4
ENSG00000101052,1167,905,533,821,779,674
ENSG00000215467,0,0,0,0,0,0
ENSG00000101057,8046,4259,4039,5621,6551,6966
ENSG00000124196,0,0,0,0,0,0
ENSG00000206801,0,0,0,0,0,0
ENSG00000233277,0,0,0,0,0,0
ENSG00000124191,69,93,79,62,120,116
ENSG00000241229,0,0,0,0,0,0
ENSG00000149596,36,18,31,83,60,56
ENSG00000132823,921,527,507,594,546,551
ENSG00000223891,109,97,112,117,99,90
ENSG00000124194,294,242,163,211,228,165
ENSG00000197296,107,68,101,104,82,67
ENSG00000101074,0,0,0,1,0,0
ENSG00000201363,0,0,0,0,0,0
ENSG00000226812,1,1,0,0,1,0
ENSG00000101076,0,1,0,0,1,2
ENSG00000229005,0,0,0,0,0,0
ENSG00000233376,0,0,0,0,0,0
ENSG00000266151,0,0,0,0,0,0
ENSG00000168746,0,0,0,0,0,0
ENSG00000226243,6,7,1,0,4,2
ENSG00000124120,558,314,460,495,468,420
ENSG00000132824,1593,1036,1647,1751,1775,1862
ENSG00000168734,655,654,391,644,890,655
ENSG00000196839,593,664,531,509,652,460
ENSG00000132832,0,1,0,0,1,0
ENSG00000283440,0,0,0,0,0,0
ENSG00000244558,1,5,6,2,3,3
ENSG00000064205,0,0,0,0,1,0
ENSG00000124249,25,27,7,9,19,7
ENSG00000276223,0,3,2,6,5,2
ENSG00000101098,2039,949,973,1551,1277,1459
ENSG00000277708,0,0,0,2,0,0
ENSG00000166913,9741,8853,7098,8216,11560,9452
ENSG00000101104,260,248,859,704,320,269
ENSG00000025772,1172,906,866,939,1028,987
ENSG00000227477,1,5,2,1,0,2
ENSG00000101109,1209,632,907,1084,917,1114
ENSG00000252021,0,1,0,0,0,0
ENSG00000124134,78,43,81,51,44,45
ENSG00000175121,1,1,0,0,0,1
ENSG00000168703,0,4,0,0,0,0
ENSG00000283142,6,0,0,1,0,0
ENSG00000124102,0,1,0,0,0,0
ENSG00000124233,52,85,121,124,131,114
ENSG00000124157,0,0,0,0,0,0
ENSG00000233352,0,0,0,0,0,0
ENSG00000243995,0,0,0,0,0,0
ENSG00000124107,0,1,0,0,0,0
ENSG00000124159,15,20,13,11,27,18
ENSG00000124232,9,9,2,4,9,7
ENSG00000124145,2256,2052,1347,1833,2074,1538
ENSG00000275894,1,1,0,0,1,1
ENSG00000204070,502,395,297,416,565,551
ENSG00000254806,4,2,2,2,7,5
ENSG00000124251,7,2,11,9,4,16
ENSG00000232880,0,0,0,0,0,0
ENSG00000244274,152,165,145,249,191,173
ENSG00000124155,1807,1628,1288,1977,2093,1739
ENSG00000273555,0,0,0,2,0,0
ENSG00000277022,2,0,0,1,1,0
ENSG00000269549,2,0,3,4,5,4
ENSG00000101443,793,1127,463,757,985,560
ENSG00000237464,0,3,1,0,1,0
ENSG00000237068,0,0,0,1,0,0
ENSG00000101446,0,0,0,1,0,0
ENSG00000243543,0,0,1,0,1,1
ENSG00000232135,0,1,0,0,0,0
ENSG00000249139,0,0,0,0,0,0
ENSG00000229900,0,0,0,0,0,0
ENSG00000101448,3,3,10,3,7,4
ENSG00000158901,0,0,0,1,2,1
ENSG00000230860,0,0,0,0,0,0
ENSG00000180205,0,0,0,0,0,0
ENSG00000180305,1,1,0,0,0,0
ENSG00000235508,7,8,2,4,8,4
ENSG00000180083,0,0,0,0,1,0
ENSG00000182931,0,4,3,5,1,3
ENSG00000168634,0,2,3,5,4,1
ENSG00000266071,0,0,0,0,0,0
ENSG00000149651,0,0,0,0,0,0
ENSG00000226188,0,2,0,1,1,0
ENSG00000124116,3,0,1,4,4,3
ENSG00000168630,0,0,0,0,0,0
ENSG00000221046,0,0,0,0,0,0
ENSG00000101457,972,797,508,784,1050,962
ENSG00000175063,3368,3637,2372,2798,4191,2991
ENSG00000101470,106,106,35,81,97,49
ENSG00000124104,428,304,263,377,394,303
ENSG00000101473,628,646,436,561,684,466
ENSG00000277051,2,0,3,3,0,0
ENSG00000132801,187,120,90,121,150,142
ENSG00000168612,328,294,309,326,373,296
ENSG00000149634,10,12,18,37,8,6
ENSG00000124257,17,30,11,24,32,4
ENSG00000064601,1069,926,787,1159,1063,915
ENSG00000271984,0,1,6,1,1,0
ENSG00000100979,3107,3495,2545,3294,3330,2491
ENSG00000100982,1410,1001,798,1233,1237,777
ENSG00000198026,503,295,384,444,358,432
ENSG00000235525,0,0,0,0,0,0
ENSG00000100985,50,105,72,79,106,51
ENSG00000204044,42,35,22,25,31,13
ENSG00000124140,33,47,23,39,37,29
ENSG00000124160,1478,948,447,868,833,1062
ENSG00000213820,0,0,0,1,1,0
ENSG00000101017,354,307,245,389,386,289
ENSG00000229957,0,0,0,1,0,0
ENSG00000149654,20,6,15,29,5,8
ENSG00000080189,1153,1047,694,1245,1116,1063
ENSG00000273828,1,0,3,2,0,0
ENSG00000062598,996,604,624,730,652,663
ENSG00000215452,111,90,43,89,75,65
ENSG00000225849,3,3,8,13,2,4
ENSG00000184617,1,5,4,9,2,0
ENSG00000198185,461,310,410,350,260,203
ENSG00000149635,5,2,1,3,2,1
ENSG00000158296,514,270,244,518,404,318
ENSG00000273893,10,24,14,14,13,17
ENSG00000172315,803,502,391,484,559,608
ENSG00000271784,7,3,0,0,4,2
ENSG00000197496,430,255,331,386,291,236
ENSG00000222874,0,0,0,0,0,0
ENSG00000235922,0,0,0,0,0,0
ENSG00000064655,105,59,22,60,41,50
ENSG00000236028,0,0,0,0,0,0
ENSG00000226769,0,0,0,0,0,0
ENSG00000239783,0,0,0,0,0,0
ENSG00000215450,0,0,0,0,0,0
ENSG00000264901,0,0,0,0,0,0
ENSG00000101040,6138,3617,3661,4701,4520,4394
ENSG00000267882,6,1,7,4,5,13
ENSG00000273451,6,0,0,3,2,2
ENSG00000231119,2,2,0,5,2,1
ENSG00000224565,0,0,0,0,0,0
ENSG00000234075,0,1,0,0,0,0
ENSG00000202186,0,0,0,0,0,0
ENSG00000201742,0,0,0,0,0,0
ENSG00000124151,877,459,787,755,599,673
ENSG00000229853,0,0,0,0,0,0
ENSG00000196562,1004,444,711,1280,892,1070
ENSG00000255438,0,0,0,0,0,0
ENSG00000238950,0,0,0,0,0,0
ENSG00000215448,0,0,0,0,0,0
ENSG00000238785,0,0,0,0,0,0
ENSG00000234967,0,0,0,0,0,0
ENSG00000228503,0,0,0,0,0,0
ENSG00000237423,0,0,0,0,0,0
ENSG00000229522,0,0,0,0,0,0
ENSG00000276923,0,0,0,0,0,0
ENSG00000235621,8,9,1,7,1,1
ENSG00000236874,1,1,0,0,0,0
ENSG00000274261,0,0,0,0,0,0
ENSG00000281365,0,0,0,0,0,0
ENSG00000281460,0,1,0,0,0,0
ENSG00000238452,0,0,0,0,0,0
ENSG00000124126,873,464,527,758,511,622
ENSG00000278231,1,1,1,2,0,0
ENSG00000124198,1234,441,916,922,722,1029
ENSG00000230758,0,2,1,4,1,1
ENSG00000227431,1,0,5,2,1,3
ENSG00000124207,13710,6896,8142,8836,9240,9446
ENSG00000124214,4107,2513,2974,3477,3664,4006
ENSG00000226284,0,0,0,0,1,0
ENSG00000124228,2403,1671,1520,1811,2165,2545
ENSG00000124201,497,221,444,460,360,586
